DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
6,609,9,2019,6,9,2019,6,609,999,999,9,9,320,320,9,9,92,97
9,901,9,2019,9,5,2019,9,901,999,999,9,9,320,320,9,9,92,97
13,1308,9,2019,11,2,2019,13,1308,999,999,9,9,320,320,9,9,92,97
1,101,9,2019,16,4,2019,17,1708,999,999,9,9,320,320,9,9,92,97
1,106,9,2019,22,4,2019,15,1504,999,999,9,9,320,320,9,9,92,97
4,401,9,2019,6,8,2019,4,413,999,999,9,9,320,320,9,9,92,97
13,1303,9,2019,17,7,2019,13,1312,999,999,9,9,320,320,9,9,92,97
17,1705,9,2019,15,8,2019,17,1705,999,999,9,9,320,320,9,9,92,97
9,910,9,2019,13,8,2019,9,910,999,999,9,9,320,320,9,9,92,97
5,502,9,2019,22,2,2019,5,502,999,999,9,9,320,320,9,9,92,97
2,201,9,2019,23,8,2019,2,207,999,999,9,9,320,320,9,9,92,97
1,115,9,2019,19,9,2019,22,2214,999,999,9,9,320,320,9,9,92,97
9,901,9,2019,30,7,2019,9,901,999,999,1,1,320,320,9,9,92,97
1,101,9,2019,27,5,2019,1,101,999,999,9,9,320,320,9,9,92,97
13,1331,9,2019,22,4,2019,13,1331,999,999,9,9,320,320,9,9,92,97
1,114,9,2019,9,4,2019,10,1020,999,999,9,9,320,320,9,9,92,97
17,1701,9,2019,20,8,2019,17,1708,999,999,9,9,320,320,9,9,92,97
1,116,9,2019,15,7,2019,13,1312,999,999,9,9,320,320,9,9,92,97
16,1604,9,2019,23,8,2019,15,1506,999,999,9,9,320,320,9,9,92,97
14,1412,10,2019,4,6,2019,14,1421,999,999,9,9,320,320,9,9,92,97
21,2101,10,2019,28,8,2019,21,2101,999,999,9,9,320,320,9,9,92,97
1,117,10,2019,28,6,2019,5,504,999,999,9,9,320,320,9,9,92,97
9,920,10,2019,4,3,2019,9,920,999,999,9,9,320,320,9,9,92,97
5,513,10,2019,4,9,2019,6,601,999,999,9,9,320,320,9,9,92,97
21,2101,10,2019,9,9,2019,21,2107,999,999,9,9,320,320,9,9,92,97
21,2101,10,2019,9,8,2019,21,2101,999,999,9,9,320,320,9,9,92,97
21,2101,10,2019,9,9,2019,21,2101,999,999,9,9,320,320,9,9,92,97
10,1002,10,2019,16,10,2019,10,1002,999,999,9,9,320,320,9,9,92,97
6,604,10,2019,18,9,2019,6,604,999,999,4,4,320,320,9,9,92,97
5,504,10,2019,22,8,2019,5,504,999,999,9,9,320,320,9,9,92,97
6,602,10,2019,15,10,2019,6,602,999,999,9,9,320,320,9,9,92,97
15,1501,10,2019,27,2,2019,15,1501,999,999,9,9,320,320,9,9,92,97
17,1705,10,2019,3,9,2019,17,1705,999,999,9,9,320,320,9,9,92,97
11,1106,10,2019,3,9,2019,11,1106,999,999,9,9,320,320,9,9,92,97
14,1421,11,2019,6,8,2019,14,1421,999,999,9,9,320,320,9,9,92,97
5,513,11,2019,11,10,2019,5,513,37,28,4,4,320,320,9,9,92,97
15,1503,11,2019,11,10,2019,15,1506,999,999,4,4,320,320,9,9,92,97
19,1902,11,2019,3,10,2019,18,1805,999,999,9,9,320,320,9,9,92,97
12,1222,11,2019,30,10,2019,9,920,999,999,9,9,320,320,9,9,92,97
1,102,11,2019,31,5,2019,1,101,999,999,9,9,320,320,9,9,92,97
1,115,11,2019,4,11,2019,10,1010,999,999,9,9,320,320,9,9,92,97
3,309,11,2019,16,10,2019,3,309,52,42,9,9,320,320,9,9,92,97
4,404,11,2019,5,11,2019,1,115,999,999,9,9,320,320,9,9,92,97
9,920,11,2019,1,4,2019,9,920,999,999,9,9,320,320,9,9,92,97
1,108,11,2019,16,10,2019,2,203,999,999,9,9,320,320,9,9,92,97
22,2214,11,2019,29,10,2019,22,2214,999,999,9,9,320,320,9,9,92,97
19,1904,11,2019,12,6,2019,19,1904,999,999,9,9,320,320,9,9,92,97
14,1418,11,2019,22,7,2019,14,1418,999,999,9,9,320,320,9,9,92,97
9,917,11,2019,8,10,2019,12,1207,999,999,9,9,320,320,9,9,92,97
9,922,11,2019,4,7,2019,12,1212,999,999,9,9,320,320,9,9,92,97
21,2101,11,2019,16,10,2019,21,2106,999,999,9,9,320,320,9,9,92,97
1,101,11,2019,19,3,2019,1,107,999,999,9,9,320,320,9,9,92,97
15,1502,11,2019,23,9,2019,15,1502,999,999,9,9,320,320,9,9,92,97
1,101,12,2019,5,11,2019,1,104,999,999,4,4,320,320,9,9,92,97
20,2007,12,2019,24,4,2019,21,2101,999,999,9,9,320,320,9,9,92,97
1,110,12,2019,28,10,2019,22,2214,999,999,9,9,320,320,9,9,92,97
1,101,12,2019,23,4,2019,18,1805,999,999,9,9,320,320,9,9,92,97
9,920,12,2019,3,12,2019,10,1016,999,999,4,4,320,320,9,9,92,97
10,1003,12,2019,5,11,2019,10,1002,999,999,9,9,320,320,9,9,92,97
1,115,12,2019,3,12,2019,1,115,33,35,4,4,320,320,9,9,92,97
5,502,12,2019,19,9,2019,5,502,999,999,9,9,320,320,9,9,92,97
9,901,12,2019,13,11,2019,9,903,999,999,9,9,320,320,9,9,92,97
22,2202,12,2019,23,10,2019,6,604,999,999,9,9,320,320,9,9,92,97
20,2011,12,2019,4,11,2019,20,2009,999,999,9,9,320,320,9,9,92,97
7,701,12,2019,29,11,2019,7,701,999,999,1,1,320,320,9,9,92,97
11,1108,12,2019,10,10,2019,11,1108,999,999,9,9,320,320,9,9,92,97
5,513,12,2019,28,10,2019,5,513,25,23,4,4,320,320,9,9,92,97
1,115,12,2019,23,9,2019,1,115,999,999,9,9,320,320,9,9,92,97
1,116,12,2019,28,11,2019,1,115,999,999,9,9,320,320,9,9,92,97
1,101,12,2019,31,10,2019,15,1506,999,999,9,9,320,320,9,9,92,97
13,1312,12,2019,19,8,2019,13,1312,999,999,9,9,320,320,9,9,92,97
12,1218,12,2019,26,7,2019,12,1218,999,999,9,9,320,320,9,9,92,97
18,1801,12,2019,26,8,2019,19,1903,999,999,4,4,320,320,9,9,92,97
1,101,1,2020,9,12,2019,1,107,59,999,9,9,320,320,9,9,92,97
1,103,1,2020,30,9,2019,12,1201,999,999,9,9,320,320,9,9,92,97
1,103,1,2020,29,11,2019,5,513,43,33,4,4,320,320,9,9,92,97
1,101,1,2020,25,11,2019,16,1601,999,999,9,9,320,320,9,9,92,97
1,102,1,2020,15,11,2019,4,413,999,999,9,9,320,320,9,9,92,97
6,601,1,2020,25,10,2019,6,606,999,999,9,9,320,320,9,9,92,97
21,2101,1,2020,3,10,2019,21,2101,999,999,9,9,320,320,9,9,92,97
21,2101,1,2020,2,9,2019,21,2103,999,999,9,9,320,320,9,9,92,97
22,2202,1,2020,24,10,2019,22,2202,999,999,9,9,320,320,9,9,92,97
22,2202,1,2020,17,10,2019,22,2202,999,999,9,9,320,320,9,9,92,97
17,1701,1,2020,17,12,2019,17,1706,28,27,9,9,320,320,9,9,92,97
9,901,1,2020,9,10,2019,9,909,999,999,9,9,320,320,9,9,92,97
6,606,1,2020,28,8,2019,6,601,999,999,9,9,320,320,9,9,92,97
21,2101,1,2020,20,12,2019,21,2107,999,999,4,4,320,320,9,9,92,97
1,101,1,2020,5,11,2019,1,113,999,999,9,9,320,320,9,9,92,97
15,1501,1,2020,20,11,2019,18,1805,999,999,9,9,320,320,9,9,92,97
17,1705,1,2020,26,11,2019,5,513,999,999,9,9,320,320,9,9,92,97
1,114,1,2020,5,12,2019,1,114,999,999,9,9,320,320,9,9,92,97
11,1101,1,2020,4,6,2019,11,1106,999,999,4,4,320,320,9,9,92,97
1,101,1,2020,22,7,2019,5,513,31,29,4,4,320,320,9,9,92,97
12,1206,1,2020,10,9,2019,12,1206,999,999,9,9,320,320,9,9,92,97
7,710,2,2020,8,11,2019,7,710,999,999,9,9,320,320,9,9,92,97
9,916,2,2020,13,8,2019,10,1005,999,999,9,9,320,320,9,9,92,97
2,203,2,2020,1,10,2019,2,203,32,28,4,4,320,320,9,9,92,97
5,501,2,2020,18,11,2019,5,502,999,999,9,9,320,320,9,9,92,97
20,2008,2,2020,25,7,2019,20,2008,999,999,9,9,320,320,9,9,92,97
21,2101,2,2020,2,12,2019,21,2106,999,999,9,9,320,320,9,9,92,97
12,1201,2,2020,25,11,2019,12,1207,999,999,9,9,320,320,9,9,92,97
1,101,2,2020,8,10,2019,1,107,999,999,9,9,320,320,9,9,92,97
13,1311,2,2020,4,10,2019,13,1311,999,999,9,9,320,320,9,9,92,97
1,101,2,2020,8,11,2019,1,104,999,999,9,9,320,320,9,9,92,97
18,1801,2,2020,26,12,2019,1,101,999,999,9,9,320,320,9,9,92,97
18,1804,2,2020,18,9,2019,18,1805,999,999,9,9,320,320,9,9,92,97
21,2101,3,2020,1,10,2019,21,2101,999,999,9,9,320,320,9,9,92,97
17,1705,3,2020,5,12,2019,15,1505,999,999,9,9,320,320,9,9,92,97
20,2007,3,2020,1,8,2019,20,2004,999,999,9,9,320,320,9,9,92,97
12,1229,3,2020,12,12,2019,12,1202,999,999,1,1,320,320,9,9,92,97
13,1301,3,2020,30,10,2019,13,1312,999,999,9,9,320,320,9,9,92,97
3,314,3,2020,30,10,2019,3,314,999,999,9,9,320,320,9,9,92,97
13,1314,6,2020,21,10,2019,13,1314,999,999,9,9,320,320,9,9,92,97
19,1901,10,2019,30,5,2019,19,1903,41,28,4,4,320,320,9,2,92,97
9,901,2,2019,31,1,2019,1,101,999,999,9,9,320,320,9,9,92,97
19,1901,3,2019,13,3,2019,1,101,999,999,9,9,320,320,9,9,92,97
4,401,5,2019,11,4,2019,4,403,999,999,9,9,320,320,9,9,92,97
12,1212,6,2019,25,2,2019,9,921,999,999,9,9,320,320,9,9,92,97
21,2101,7,2019,5,6,2019,21,2101,999,999,9,9,320,320,9,9,92,97
18,1801,7,2019,12,6,2019,18,1801,37,29,4,4,320,320,9,9,92,97
9,914,7,2019,25,6,2019,10,1020,999,999,9,9,320,320,9,9,92,97
1,115,7,2019,6,3,2019,5,504,999,999,9,9,320,320,9,9,92,97
19,1903,8,2019,17,5,2019,19,1903,47,44,4,4,320,320,9,9,92,97
5,504,8,2019,7,6,2019,5,504,999,999,9,9,320,320,9,9,92,97
18,1801,8,2019,25,7,2019,20,2001,34,37,4,4,320,320,9,9,92,97
1,115,8,2019,19,6,2019,1,115,999,999,9,9,320,320,9,9,92,97
1,106,8,2019,23,8,2019,1,101,999,999,9,9,320,320,9,9,92,97
5,501,8,2019,28,6,2019,1,101,999,999,9,9,320,320,9,9,92,97
1,106,9,2019,5,8,2019,1,101,999,999,9,9,320,320,9,9,92,97
21,2101,9,2019,22,8,2019,21,2101,999,999,9,9,320,320,9,9,92,97
5,513,10,2019,23,8,2019,5,513,42,46,4,4,320,320,9,9,92,97
6,601,10,2019,28,8,2019,6,606,44,31,4,4,320,320,9,9,92,97
18,1801,10,2019,3,6,2019,19,1901,999,999,9,9,320,320,9,9,92,97
1,115,10,2019,20,5,2019,1,115,999,999,9,9,320,320,9,9,92,97
9,901,10,2019,30,7,2019,9,901,999,999,9,9,320,320,9,9,92,97
18,1801,10,2019,10,9,2019,18,1805,999,999,9,9,320,320,9,9,92,97
1,101,10,2019,21,6,2019,1,101,999,999,9,9,320,320,9,9,92,97
11,1101,11,2019,27,8,2019,11,1108,999,999,9,9,320,320,9,9,92,97
19,1902,11,2019,9,10,2019,20,2008,999,999,9,9,320,320,9,9,92,97
1,117,12,2019,26,9,2019,1,115,999,999,9,9,320,320,9,9,92,97
1,101,12,2019,23,9,2019,4,415,25,27,4,4,320,320,9,9,92,97
1,109,1,2020,12,6,2019,1,101,999,999,9,9,320,320,9,9,92,97
1,101,1,2020,20,6,2019,1,101,999,999,9,9,320,320,9,9,92,97
9,920,2,2020,10,12,2019,9,920,999,999,9,9,320,320,9,9,92,97
2,201,2,2020,10,12,2019,5,504,999,999,9,9,320,320,9,9,92,97
1,101,3,2020,31,7,2019,10,1001,38,30,4,4,320,320,9,9,92,97
1,101,3,2020,25,9,2019,1,101,999,999,9,9,320,320,9,9,92,97
1,101,5,2020,16,10,2019,1,101,999,999,9,9,320,320,9,9,92,97
17,1703,1,2020,8,10,2019,17,1701,999,999,9,9,320,320,9,1,92,97
16,1615,11,2019,8,10,2019,1,101,999,999,9,9,320,320,1,1,93,97
21,2101,6,2019,21,5,2019,21,2101,27,25,9,1,320,320,1,2,93,97
1,104,6,2019,16,5,2019,1,101,23,21,4,5,320,320,1,3,93,97
8,807,9,2019,16,4,2019,8,807,41,45,1,1,320,320,1,2,93,97
1,106,6,2019,18,3,2019,1,115,999,999,9,9,320,320,1,9,93,97
9,909,9,2019,26,8,2019,9,909,20,23,1,1,320,320,2,1,93,97
8,801,5,2019,5,4,2019,8,801,27,27,9,1,320,320,2,2,93,97
1,101,8,2019,4,6,2019,12,1215,32,29,1,1,320,320,2,2,93,97
1,109,10,2019,23,5,2019,1,109,31,37,1,1,320,320,2,2,93,97
13,1301,12,2019,24,6,2019,13,1301,23,22,4,4,320,320,2,2,93,97
1,101,6,2019,14,5,2019,1,106,26,25,4,4,320,320,2,3,93,97
1,114,9,2019,28,8,2019,1,114,34,29,4,4,320,320,2,2,93,97
11,1106,1,2020,9,9,2019,11,1106,36,32,4,4,320,320,2,2,93,97
1,101,11,2019,13,8,2019,1,116,24,22,4,4,320,320,2,2,93,97
19,1901,3,2019,29,1,2019,19,1901,38,29,4,4,320,320,2,4,93,97
1,101,6,2019,14,5,2019,1,106,22,20,4,5,320,320,2,3,93,97
10,1010,12,2019,10,10,2019,10,1010,21,21,4,4,320,320,3,3,93,97
1,101,3,2019,14,3,2019,1,101,38,20,4,4,320,320,3,2,93,97
9,921,3,2020,13,2,2019,9,921,39,32,4,4,320,320,3,2,93,97
1,101,8,2019,22,2,2019,1,101,30,27,4,4,320,320,3,3,93,97
1,101,1,2020,2,9,2019,1,102,26,23,4,4,320,320,4,3,93,97
1,115,6,2019,28,3,2019,1,115,999,999,9,9,320,320,9,1,93,97
1,101,9,2019,27,8,2019,1,108,999,999,9,9,320,320,1,9,95,97
1,106,10,2019,28,8,2019,1,101,26,21,4,9,320,320,2,3,96,97
1,101,12,2019,21,11,2019,1,101,46,51,4,4,320,320,2,5,96,97
1,116,6,2019,3,6,2019,1,114,25,23,4,4,320,320,2,3,96,97
1,101,6,2019,29,5,2019,1,101,37,33,4,9,320,320,3,1,96,97
18,1804,4,2019,20,3,2019,18,1804,29,23,4,4,320,320,3,2,96,97
21,2101,7,2019,13,6,2019,10,1013,42,38,4,4,320,320,3,2,96,97
1,101,10,2019,25,7,2019,1,101,28,27,4,4,320,320,3,4,96,97
1,101,1,2020,15,11,2019,1,101,25,25,4,4,320,320,3,4,96,97
2,201,1,2020,3,12,2019,1,101,27,23,4,5,320,320,3,3,96,97
1,101,11,2019,11,10,2019,1,101,35,32,4,4,320,320,3,4,96,97
1,115,6,2019,30,5,2019,1,115,26,28,4,4,320,320,4,2,96,97
1,115,5,2019,15,2,2019,1,115,999,999,9,9,320,320,9,9,96,97
19,1906,10,2019,7,5,2019,1,101,999,999,9,9,320,320,9,9,96,97
1,101,4,2019,28,3,2019,1,101,999,999,9,9,320,320,9,9,96,97
1,101,12,2019,16,8,2019,1,115,999,999,9,9,320,320,9,9,96,97
9,909,2,2019,1,2,2019,9,901,999,999,4,1,320,320,1,1,97,97
1,101,3,2019,14,3,2019,1,115,37,39,9,9,320,320,1,1,97,97
1,111,5,2019,7,3,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,5,2019,11,3,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,5,2019,3,3,2019,1,101,999,999,9,9,320,320,1,1,97,97
15,1502,5,2019,22,3,2019,15,1502,29,26,9,9,320,320,1,1,97,97
9,901,6,2019,31,5,2019,9,901,999,999,4,4,320,320,1,1,97,97
1,101,7,2019,4,7,2019,1,108,999,999,9,9,320,320,1,1,97,97
18,1805,7,2019,3,7,2019,18,1805,999,999,4,4,320,320,1,1,97,97
1,101,8,2019,6,6,2019,1,115,999,999,9,9,320,720,1,1,97,97
1,101,8,2019,10,7,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,106,9,2019,14,8,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,9,2019,31,5,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,9,2019,10,9,2019,1,101,999,999,9,9,320,222,1,1,97,97
9,901,10,2019,16,8,2019,9,901,999,999,4,4,320,320,1,1,97,97
21,2101,10,2019,30,9,2019,21,2101,999,999,9,9,320,320,1,1,97,97
1,101,11,2019,31,5,2019,1,108,42,36,1,1,320,320,1,1,97,97
15,1503,11,2019,4,6,2019,15,1503,999,999,9,9,320,320,1,1,97,97
4,401,11,2019,3,9,2019,7,701,999,999,9,9,320,320,1,1,97,97
1,108,11,2019,23,8,2019,1,108,999,999,9,9,320,320,1,1,97,97
9,920,11,2019,7,1,2019,9,920,999,999,9,9,320,320,1,1,97,97
1,101,12,2019,22,10,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,108,12,2019,30,9,2019,1,108,999,999,9,9,320,320,1,1,97,97
3,302,12,2019,26,11,2019,3,308,999,999,9,9,320,320,1,1,97,97
1,106,1,2020,8,7,2019,1,114,43,49,4,4,320,320,1,1,97,97
1,101,2,2020,14,11,2019,1,115,999,999,9,9,320,320,1,1,97,97
1,101,2,2020,15,11,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,111,2,2020,7,10,2019,17,1708,999,999,4,4,320,320,1,1,97,97
4,401,2,2020,9,12,2019,4,401,43,43,9,9,320,320,1,1,97,97
9,901,2,2020,7,1,2019,9,901,999,35,9,1,320,320,1,1,97,97
1,101,3,2020,26,8,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,111,3,2020,8,5,2019,1,115,999,999,9,9,320,320,1,1,97,97
5,506,4,2019,4,2,2019,5,506,26,24,9,4,320,320,1,2,97,97
2,201,6,2019,1,4,2019,2,205,37,34,4,4,320,320,1,2,97,97
1,101,7,2019,31,5,2019,22,2201,29,26,4,4,320,320,1,2,97,97
1,114,10,2019,4,9,2019,1,114,999,41,9,9,320,320,1,2,97,97
1,108,11,2019,27,3,2019,1,101,39,37,9,4,320,320,1,2,97,97
1,106,1,2020,13,6,2019,20,2011,31,33,9,4,320,320,1,2,97,97
1,101,2,2020,18,11,2019,1,101,29,30,9,4,320,320,1,2,97,97
9,910,8,2019,29,7,2019,9,910,27,27,4,4,320,320,1,3,97,97
1,105,10,2019,12,4,2019,1,101,21,32,9,4,320,320,1,3,97,97
18,1801,10,2019,24,7,2019,1,101,30,24,9,4,840,320,1,3,97,97
1,106,8,2019,30,5,2019,1,115,36,29,9,9,320,320,1,4,97,97
1,115,3,2020,21,11,2019,1,115,33,31,4,4,320,320,1,4,97,97
1,101,1,2020,14,10,2019,1,101,41,42,9,4,320,320,1,5,97,97
1,114,2,2019,31,1,2019,1,114,999,999,4,9,320,320,1,9,97,97
8,801,3,2019,7,2,2019,8,801,999,59,9,1,320,320,1,9,97,97
5,505,4,2019,11,1,2019,1,101,999,999,9,9,320,320,1,9,97,97
1,101,9,2019,14,8,2019,1,101,999,999,9,9,320,320,1,9,97,97
1,101,10,2019,26,9,2019,1,103,999,999,9,9,320,320,1,9,97,97
6,601,10,2019,2,9,2019,21,2101,999,999,9,9,320,320,1,9,97,97
9,901,10,2019,14,8,2019,9,901,27,26,9,4,320,320,1,9,97,97
22,2201,11,2019,28,6,2019,22,2201,46,999,9,9,320,320,1,9,97,97
1,115,11,2019,29,10,2019,1,115,999,999,9,9,320,320,1,9,97,97
1,101,12,2019,20,8,2019,10,1002,999,999,9,9,320,320,1,9,97,97
1,106,1,2020,12,6,2019,1,108,999,999,9,9,320,320,1,9,97,97
11,1101,7,2019,23,5,2019,11,1101,82,78,4,4,320,320,1,2,97,97
9,923,3,2019,1,3,2019,9,923,38,35,9,1,320,320,1,2,97,97
22,2205,8,2019,6,3,2019,22,2205,40,37,4,4,320,320,1,2,97,97
5,501,11,2019,18,9,2019,5,501,48,49,4,4,320,320,1,5,97,97
9,901,5,2019,14,2,2019,11,1102,999,999,9,9,320,320,1,9,97,97
1,106,9,2019,4,6,2019,1,101,999,999,9,9,320,320,1,9,97,97
9,901,2,2019,10,1,2019,9,901,999,999,4,4,320,320,1,1,97,97
21,2101,2,2019,16,1,2019,21,2101,42,38,9,9,320,320,1,1,97,97
9,901,3,2019,26,2,2019,9,920,33,35,9,9,320,320,1,1,97,97
9,901,3,2019,10,1,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,110,3,2019,15,1,2019,1,110,999,999,4,4,320,320,1,1,97,97
1,101,3,2019,15,1,2019,1,101,999,999,9,9,320,320,1,1,97,97
8,801,3,2019,6,3,2019,8,801,999,999,9,9,320,320,1,1,97,97
1,115,3,2019,7,3,2019,1,115,999,999,9,9,320,320,1,1,97,97
1,101,3,2019,4,2,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,4,2019,25,3,2019,1,115,36,35,9,9,320,320,1,1,97,97
1,101,4,2019,1,3,2019,1,108,51,42,9,9,320,320,1,1,97,97
13,1304,4,2019,22,1,2019,10,1002,31,999,9,9,320,320,1,1,97,97
1,101,4,2019,29,3,2019,1,101,999,999,9,9,320,320,1,1,97,97
9,921,4,2019,22,2,2019,9,921,999,999,4,4,320,320,1,1,97,97
1,114,4,2019,26,3,2019,1,114,50,46,4,4,320,320,1,1,97,97
1,101,4,2019,28,3,2019,1,108,999,999,9,9,320,320,1,1,97,97
10,1001,4,2019,15,3,2019,10,1001,43,42,9,9,320,320,1,1,97,97
9,901,4,2019,25,3,2019,9,901,999,999,1,4,320,320,1,1,97,97
3,308,4,2019,27,3,2019,1,115,999,999,9,9,320,320,1,1,97,97
1,108,4,2019,3,4,2019,1,108,999,999,9,9,320,320,1,1,97,97
11,1101,4,2019,7,3,2019,11,1107,38,29,9,9,320,320,1,1,97,97
3,301,4,2019,14,3,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,4,2019,3,4,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,5,2019,12,3,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,5,2019,28,2,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,5,2019,3,4,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,5,2019,8,4,2019,1,108,999,999,9,9,320,320,1,1,97,97
11,1104,5,2019,21,1,2019,11,1101,34,36,9,9,320,320,1,1,97,97
1,101,5,2019,9,4,2019,1,101,41,40,9,9,320,320,1,1,97,97
1,101,5,2019,30,4,2019,1,115,999,999,9,9,320,320,1,1,97,97
1,101,5,2019,2,4,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,5,2019,17,5,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,5,2019,13,5,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,6,2019,28,3,2019,1,108,999,999,9,9,320,320,1,1,97,97
8,801,6,2019,29,1,2019,8,801,999,999,9,9,320,320,1,1,97,97
10,1003,6,2019,20,5,2019,10,1003,43,39,9,9,320,320,1,1,97,97
1,107,6,2019,1,5,2019,1,101,999,999,9,9,320,320,1,1,97,97
22,2201,6,2019,14,5,2019,22,2201,41,38,9,9,320,320,1,1,97,97
1,101,6,2019,3,6,2019,1,101,44,45,9,9,320,320,1,1,97,97
1,101,6,2019,21,3,2019,1,101,999,999,9,9,320,320,1,1,97,97
4,404,6,2019,10,1,2019,4,404,999,999,9,9,320,320,1,1,97,97
1,101,6,2019,23,4,2019,1,101,999,999,9,9,320,320,1,1,97,97
6,602,6,2019,22,5,2019,6,602,33,30,4,4,320,320,1,1,97,97
1,101,6,2019,20,3,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,6,2019,10,4,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,6,2019,1,4,2019,1,108,999,999,9,9,320,320,1,1,97,97
10,1001,6,2019,7,2,2019,10,1001,37,35,9,9,320,320,1,1,97,97
20,2007,6,2019,5,4,2019,20,2001,33,31,9,9,320,320,1,1,97,97
1,101,7,2019,25,6,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,104,7,2019,21,6,2019,1,101,54,46,9,9,320,320,1,1,97,97
1,115,7,2019,20,6,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,7,2019,24,6,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,7,2019,25,3,2019,1,115,35,36,9,9,320,320,1,1,97,97
1,106,7,2019,11,6,2019,1,101,47,47,9,9,320,320,1,1,97,97
1,106,7,2019,21,6,2019,1,101,40,41,9,9,320,320,1,1,97,97
1,101,7,2019,20,5,2019,1,115,999,999,9,9,320,320,1,1,97,97
1,101,7,2019,2,7,2019,1,101,31,35,9,9,320,320,1,1,97,97
1,101,7,2019,23,5,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,7,2019,27,6,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,7,2019,16,4,2019,1,115,39,40,9,9,320,320,1,1,97,97
1,101,8,2019,24,7,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,8,2019,12,7,2019,1,101,999,999,9,9,320,320,1,1,97,97
14,1401,8,2019,25,4,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,8,2019,28,6,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,8,2019,22,5,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,8,2019,29,5,2019,1,108,999,999,9,9,320,320,1,1,97,97
9,920,8,2019,24,4,2019,9,920,999,999,9,9,320,320,1,1,97,97
1,101,8,2019,5,7,2019,5,509,33,29,4,4,320,320,1,1,97,97
1,101,8,2019,14,8,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,8,2019,2,8,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,106,8,2019,12,7,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,8,2019,31,7,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,8,2019,22,7,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,8,2019,31,5,2019,1,115,42,39,9,9,320,320,1,1,97,97
9,901,8,2019,10,7,2019,9,901,999,999,4,4,320,320,1,1,97,97
1,106,8,2019,13,6,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,9,2019,6,6,2019,1,108,999,999,9,9,320,320,1,1,97,97
1,101,9,2019,22,7,2019,1,101,999,999,9,9,320,320,1,1,97,97
9,923,9,2019,1,5,2019,9,901,999,999,4,4,320,320,1,1,97,97
1,106,9,2019,2,7,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,106,9,2019,19,2,2019,1,101,42,44,9,9,320,320,1,1,97,97
1,101,9,2019,28,8,2019,1,101,999,999,9,9,320,320,1,1,97,97
9,920,9,2019,9,8,2019,9,920,999,999,9,9,320,320,1,1,97,97
1,115,9,2019,26,8,2019,1,115,28,28,9,9,320,320,1,1,97,97
1,101,9,2019,25,7,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,101,9,2019,14,8,2019,1,101,36,31,9,9,320,320,1,1,97,97
22,2216,9,2019,20,8,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,114,10,2019,3,9,2019,1,108,999,999,9,9,320,320,1,1,97,97
6,603,10,2019,19,7,2019,6,603,32,43,9,9,320,320,1,1,97,97
3,306,10,2019,17,7,2019,1,108,999,999,9,9,320,840,1,1,97,97
1,101,10,2019,18,9,2019,1,101,999,999,9,9,320,320,1,1,97,97
1,106,10,2019,21,1,2019,1,115,999,999,9,9,320,320,1,1,97,97
